region,anzsic_descriptor,gas,units,magnitude,year,data_val
Manawatu-Whanganui,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,76.54
Manawatu-Whanganui,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,81.93
Manawatu-Whanganui,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,79.26
Manawatu-Whanganui,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,64.22
Manawatu-Whanganui,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,85.12
Manawatu-Whanganui,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,73.08
Marlborough,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,34.41
Marlborough,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,53.95
Marlborough,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,51.65
Marlborough,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,66.26
Marlborough,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,66.16
Marlborough,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,55.7
Marlborough,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,52.83
Marlborough,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,56.55
Marlborough,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,61.06
Marlborough,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,70.74
Marlborough,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,81.4
Marlborough,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,90
Northland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,63.51
Northland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,56.99
Northland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,73.99
Northland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,85.31
Northland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,77.69
Northland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,78.77
Northland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,91.09
Northland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,85.25
Northland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,92.17
Northland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,101.56
Northland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,103
Northland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,86.86
Otago,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,95.04
Otago,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,105.22
Otago,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,145.28
Otago,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,144.09
Otago,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,126.63
Otago,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,131.84
Otago,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,148.18
Otago,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,112.84
Otago,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,110.35
Otago,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,117.88
Otago,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,125.61
Otago,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,126.59
Southland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,83.28
Southland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,105.74
Southland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,112.47
Southland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,138.58
Southland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,129.98
Southland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,123.64
Southland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,158.97
Southland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,161.9
Southland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,152.83
Southland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,155.53
Southland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,118.45
Southland,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,119.43
Taranaki,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1045.9
Taranaki,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1106.64
Taranaki,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1037.06
Taranaki,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1150.62
Taranaki,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1072.53
Taranaki,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,883.36
Taranaki,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,702.22
Taranaki,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,839.05
Taranaki,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,967.61
Taranaki,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,828.75
Taranaki,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,807.02
Taranaki,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,724.16
Tasman/Nelson,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,134.51
Tasman/Nelson,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,124.32
Tasman/Nelson,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,119.91
Tasman/Nelson,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,105.55
Tasman/Nelson,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,119.02
Tasman/Nelson,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,154.05
Tasman/Nelson,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,153.45
Tasman/Nelson,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,163.13
Tasman/Nelson,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,132.82
Tasman/Nelson,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,118.62
Tasman/Nelson,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,90.68
Tasman/Nelson,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,102.95
Waikato,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,362.71
Waikato,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,397.91
Waikato,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,432.93
Waikato,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,507.03
Waikato,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,474.28
Waikato,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,475.46
Waikato,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,533.65
Waikato,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,483.49
Waikato,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,457.25
Waikato,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,371.47
Waikato,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,394.65
Waikato,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,366.79
Wellington,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,44.51
Wellington,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,44.72
Wellington,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,36.73
Wellington,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,39.89
Wellington,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,60.67
Wellington,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,44.91
Wellington,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,44.26
Wellington,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,61.69
Wellington,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,45.02
Wellington,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,40.74
Wellington,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,38.65
Wellington,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,40.34
West Coast,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,348.25
West Coast,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,406.13
West Coast,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,487.83
West Coast,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,498.8
West Coast,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,472
West Coast,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,389.47
West Coast,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,326.06
West Coast,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,275.88
West Coast,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,242.68
West Coast,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,292.3
West Coast,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,416.32
West Coast,"Forestry, fishing, and mining",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,390.74
Auckland,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,3409.53
Auckland,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,3276.8
Auckland,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,3100.33
Auckland,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,3278.25
Auckland,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,3111.89
Auckland,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,3158.08
Auckland,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,3464
Auckland,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,3587.14
Auckland,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,3574.94
Auckland,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,3538.27
Auckland,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,3527.27
Auckland,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,3277.85
Bay of Plenty,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,297.34
Bay of Plenty,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,314.95
Bay of Plenty,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,286.95
Bay of Plenty,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,286.46
Bay of Plenty,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,252.9
Bay of Plenty,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,293.71
Bay of Plenty,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,326.3
Bay of Plenty,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,325.24
Bay of Plenty,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,332.76
Bay of Plenty,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,361.81
Bay of Plenty,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,337.69
Bay of Plenty,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,292.66
Canterbury,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,901.85
Canterbury,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,904.37
Canterbury,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,829.86
Canterbury,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,930.49
Canterbury,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,916.48
Canterbury,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,995.26
Canterbury,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1075.34
Canterbury,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1157.22
Canterbury,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1184.08
Canterbury,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1141.35
Canterbury,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1230.72
Canterbury,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1132.6
Gisborne,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,24.21
Gisborne,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,21.14
Gisborne,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,18.95
Gisborne,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,21.31
Gisborne,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,21.01
Gisborne,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,23.07
Gisborne,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,21.07
Gisborne,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,22.73
Gisborne,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,24.58
Gisborne,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,22.67
Gisborne,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,24.44
Gisborne,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,22.39
Hawke's Bay,Manufacturing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,202.93
